uf,municipio,codigo_ibge,area_do_imovel,registro_car,situacao_cadastro,condicao_cadastro,latitude,longitude,tipo_imovel_rural,modulos_fiscais,origem,descricao,data_processamento,area_de_conflito,percentual
SP,BASTOS,3505807,25.2255,SP-3505807-6DF330AD021A4C9880146D50E3F6CECA,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.97992066,-50.80173715,IRU,1.5766,,,,,
SP,BASTOS,3505807,1.4442,SP-3505807-6ECB883F90B742C08F2241675AB2CCC4,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.97343513,-50.7472274,IRU,0.0902,,,,,
SP,BASTOS,3505807,3.802,SP-3505807-7ACC7680A9AB4A56AB85E67F29952158,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.89840756,-50.7380444,IRU,0.2376,,,,,
SP,BASTOS,3505807,4.6184,SP-3505807-7EB608B4ED9243A1A83F86513037CC41,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.94088135,-50.72099009,IRU,0.2887,,,,,
SP,BASTOS,3505807,2.4817,SP-3505807-823FDFB71B854AEC9398852DBD57C9F7,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.90240953,-50.75588017,IRU,0.155,,,,,
SP,BASTOS,3505807,70.628,SP-3505807-9706F5EFEA634FF8AF94DA2575A0CDF7,AT,EM PROCESSO DE REVISÃO DE DADOS,-21.93381674,-50.7778432,IRU,4.4143,,,,,
SP,BASTOS,3505807,6.8344,SP-3505807-9FFFE249FE9842F2AE2B7AB2B9242D9C,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.92703861,-50.7236138,IRU,0.4272,,,,,
SP,BASTOS,3505807,31.6445,SP-3505807-A0E016F264B047AAA763B1F3F6971513,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.92711896,-50.77462142,IRU,1.9762,,,,,
SP,BASTOS,3505807,25.1336,SP-3505807-A4C49D70B7A24DEA90369DA6C93A8599,AT,EM ANÁLISE,-21.9023724,-50.71329433,IRU,1.5708,,,,,
SP,BASTOS,3505807,17.7638,SP-3505807-AD4A95EF95244C8FBC9750D3CFB9D9ED,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.9300737,-50.7623965,IRU,1.1102,,,,,
SP,BASTOS,3505807,4.9652,SP-3505807-CD630B7611334A5186C04210DCCDE959,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.94593398,-50.75902231,IRU,0.3101,,,,,
SP,BASTOS,3505807,5.1179,SP-3505807-D259BA5D16C94491A61D56C46DD91AE0,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.95521162,-50.74594163,IRU,0.3196,,,,,
SP,BASTOS,3505807,73.5585,SP-3505807-DA3E4CD5C78C41388E995F747809C688,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.99313209,-50.78570345,IRU,4.5974,,,,,
SP,BASTOS,3505807,267.3166,SP-3505807-DC7443CE3DB34538B826FC33141A3EA8,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.9223391,-50.65730919,IRU,16.5268,,,,,
SP,BASTOS,3505807,2.0474,SP-3505807-E420D46DB3444CFA93B35F69DA45DAF5,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.91016087,-50.71611372,IRU,0.1279,,,,,
SP,BASTOS,3505807,0.5001,SP-3505807-EBCF3F106BC844A5BE0AFA3A39FD47CC,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.94023814,-50.7104047,IRU,0.0313,,,,,
SP,BASTOS,3505807,14.6038,SP-3505807-FF3A7E0AFD264B3096ECF256ABA0B665,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.90313791,-50.72376942,IRU,0.912,,,,,
SP,HERCULÂNDIA,3519006,106.6286,SP-3519006-0967474B9FAD4EBF9B8A632902863E82,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.99100881,-50.3760831,IRU,5.3277,,,,,
SP,HERCULÂNDIA,3519006,3.3448,SP-3519006-12FB875AA3E54EABA279FEB8642A71E8,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.91828847,-50.39586646,IRU,0.1671,,,,,
SP,HERCULÂNDIA,3519006,82.323,SP-3519006-17A9AB625B3741A688BEEEA946B10297,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.85741674,-50.31715183,IRU,4.1163,,,,,
SP,HERCULÂNDIA,3519006,2.3961,SP-3519006-1AAA8C0AF2A14620A3E1FAE9BA7401AF,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.03021785,-50.379201,IRU,0.1198,,,,,
SP,HERCULÂNDIA,3519006,3.1503,SP-3519006-2E2CB7EEB3D14EEEABC8E2B06E4DA837,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.00797074,-50.4252502,IRU,0.1575,,,,,
SP,HERCULÂNDIA,3519006,6.042,SP-3519006-32B7E2CE8BF8454C968B2F51AC7222B5,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.96858389,-50.39808656,IRU,0.3021,,,,,
SP,HERCULÂNDIA,3519006,24.4944,SP-3519006-46A12809FD8C4ACEA85DD6F148E0A48D,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.92349744,-50.39008379,IRU,1.2239,,,,,
SP,HERCULÂNDIA,3519006,21.406,SP-3519006-48A6B7FDD9914DBCAE4CC9AE87E1DB2A,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.98849117,-50.35747084,IRU,1.0696,,,,,
SP,HERCULÂNDIA,3519006,20.84,SP-3519006-536FE1A11B0A4DB1946517646AC9BA63,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.9272739,-50.40108158,IRU,1.0413,,,,,
SP,HERCULÂNDIA,3519006,9.6784,SP-3519006-621CDB0AE1E342B88D874931A9E06B41,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.9020709,-50.39062521,IRU,0.4836,,,,,
SP,HERCULÂNDIA,3519006,23.1755,SP-3519006-6303102E9E3B4B1A8F1D7AB2EB559F9E,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.88218384,-50.36244039,IRU,1.158,,,,,
SP,HERCULÂNDIA,3519006,107.4106,SP-3519006-67860E72AE4648B5A69034C9D86777C6,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.97436467,-50.4152595,IRU,5.3705,,,,,
SP,HERCULÂNDIA,3519006,25.0756,SP-3519006-6AABA1DF70C84916A8007BFF0E5D46A3,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.85486451,-50.36650127,IRU,1.2529,,,,,
SP,HERCULÂNDIA,3519006,341.8523,SP-3519006-70EDCD2A2D194C6BBA0855D0E97EF5B4,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.0692567,-50.415763,IRU,17.0927,,,,,
SP,HERCULÂNDIA,3519006,142.5136,SP-3519006-748687946C3744EABFD267436863FC6B,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.92865554,-50.31448345,IRU,7.1142,,,,,
SP,HERCULÂNDIA,3519006,15.83,SP-3519006-7F4917D6B6FB4673B6F234667FA02DBC,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.86580957,-50.3447206,IRU,0.7915,,,,,
SP,HERCULÂNDIA,3519006,48.3484,SP-3519006-7FCE5E9A61354BE89415F5BCB708D761,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-22.01405789,-50.36869564,IRU,2.4157,,,,,
SP,HERCULÂNDIA,3519006,32.9577,SP-3519006-86774602D35A4935B5DF1ED7D5D346E8,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.99511479,-50.36571816,IRU,1.6479,,,,,
SP,HERCULÂNDIA,3519006,225.544,SP-3519006-87EF1F9511D246FD9667F4BFB5942E1F,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.87599344,-50.39024375,IRU,11.2772,,,,,
SP,HERCULÂNDIA,3519006,191.1018,SP-3519006-90273CB6B4AE472E9F2C421FA01F80E3,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.9545044,-50.29868201,IRU,9.5551,,,,,
SP,HERCULÂNDIA,3519006,6.0214,SP-3519006-9342098B536442C689B89A18897446D9,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.93408869,-50.39697481,IRU,0.3011,,,,,
SP,HERCULÂNDIA,3519006,0.4227,SP-3519006-95005B199B5A47AABB236F41383CF3B9,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-22.00134213,-50.37945281,IRU,0.0211,,,,,
SP,HERCULÂNDIA,3519006,5.2655,SP-3519006-A1C36B4352DF474F96487EB978BD69C2,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.02476494,-50.3621933,IRU,0.2631,,,,,
SP,HERCULÂNDIA,3519006,13.5315,SP-3519006-A528B34EAF1347E194384D3F03653E53,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.97569337,-50.37100643,IRU,0.6761,,,,,
SP,HERCULÂNDIA,3519006,23.4124,SP-3519006-A7254ACB9D234D589C027368C454916A,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.96201213,-50.36217983,IRU,1.1698,,,,,
SP,HERCULÂNDIA,3519006,25.6751,SP-3519006-AE7D3DBE718043A0BE54CC29BF21785A,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.88287062,-50.3571319,IRU,1.2838,,,,,
SP,HERCULÂNDIA,3519006,28.9218,SP-3519006-B312165C6A1C47749475BDD04C175C71,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-22.02622712,-50.34387634,IRU,1.4852,,,,,
SP,HERCULÂNDIA,3519006,24.3538,SP-3519006-B37F7FF51D5742E2B96D19D2D47416E0,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.86261084,-50.35981676,IRU,1.2168,,,,,
SP,HERCULÂNDIA,3519006,23.367,SP-3519006-B69D0EB270A54436B74625A4228DF981,AT,REVISADO  AGUARDANDO ANÁLISE DA EQUIPE,-21.99065228,-50.35450905,IRU,1.1675,,,,,
SP,HERCULÂNDIA,3519006,44.4205,SP-3519006-BD3A4731A88D403D8DDE89C4B748B22E,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.89544921,-50.34598822,IRU,2.2195,,,,,
SP,HERCULÂNDIA,3519006,28.0815,SP-3519006-C895707244DB4B268B70ECF4927E39C5,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-22.01031731,-50.43503767,IRU,1.4041,,,,,
SP,HERCULÂNDIA,3519006,4.8942,SP-3519006-CF66A3C96BF14CF4AA76354133615D6E,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.99971424,-50.38326221,IRU,0.2445,,,,,
SP,HERCULÂNDIA,3519006,118.5698,SP-3519006-D443AAEE1D57483C8AAA1EE47201B4B6,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.91989866,-50.37025975,IRU,5.9285,,,,,
SP,HERCULÂNDIA,3519006,12.2264,SP-3519006-E7D9B4A74EDD46D783AFF4D2130FF2A8,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.00892317,-50.37236706,IRU,0.6109,,,,,
SP,HERCULÂNDIA,3519006,28.9983,SP-3519006-ECF179655FF7409298BCAB422FB4B68E,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.98398789,-50.38830348,IRU,1.4489,,,,,
SP,HERCULÂNDIA,3519006,17.0218,SP-3519006-F60758CC35E941E8B5E59B3922F133C5,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.87995432,-50.35763178,IRU,0.8505,,,,,
SP,HERCULÂNDIA,3519006,3.9479,SP-3519006-F7365E175BC04C8883A30230E4EEC4AE,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-22.0150429,-50.38054537,IRU,0.1973,,,,,
SP,HERCULÂNDIA,3519006,4.9762,SP-3519006-FA58EB38CAF4468FA42FE6C4967D9015,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.02172374,-50.38725997,IRU,0.2488,,,,,
SP,HERCULÂNDIA,3519006,3.6743,SP-3519006-FF4D4FBFEFF3428DAEAFCC46EE24A3DF,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-22.0171824,-50.424774,IRU,0.1836,,,,,
SP,IACRI,3519204,9.1991,SP-3519204-026D24ACE59C4CB0B283DECA6611A103,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.81983327,-50.66787354,IRU,0.5745,,,,,
SP,IACRI,3519204,4.7114,SP-3519204-07DD598F4DC54912B70F3625F62BBF7B,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.77683269,-50.54256193,IRU,0.2942,,,,,
SP,IACRI,3519204,25.7519,SP-3519204-1A8842C006654F339F98C6174314EE7A,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.75274991,-50.61982055,IRU,1.6095,,,,,
SP,IACRI,3519204,8.3819,SP-3519204-203ED10BDD5345E3BC6B1278023FC6EC,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.88066112,-50.67160369,IRU,0.5235,,,,,
SP,IACRI,3519204,8.6852,SP-3519204-25C4502177674684BDE319BB63166E93,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.7199452,-50.60589867,IRU,0.5428,,,,,
SP,IACRI,3519204,7.4419,SP-3519204-268E349A2623441AB56FB47314CEF3AD,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.82230297,-50.66128912,IRU,0.4648,,,,,
SP,IACRI,3519204,0.1013,SP-3519204-2D4FB819DFA343399EF2EB92235ED020,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.80807878,-50.63992961,IRU,0.0063,,,,,
SP,IACRI,3519204,18.7669,SP-3519204-2DAA2D8D3EF7452EAF118C64E14D78D5,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.84712513,-50.64936544,IRU,1.1729,,,,,
SP,IACRI,3519204,15.7505,SP-3519204-43419F4B71E14AE09636B9384306F7E4,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.8873723,-50.65600414,IRU,0.9844,,,,,
SP,IACRI,3519204,9.6735,SP-3519204-591B82CA288740629BEB52C3EE801D2B,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.81239003,-50.65962792,IRU,0.6046,,,,,
SP,IACRI,3519204,2.4508,SP-3519204-5B18BF97D50445489ED50613D24345B0,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.85186809,-50.68613286,IRU,0.1531,,,,,
SP,IACRI,3519204,17.969,SP-3519204-67E521333CD744D885283958E38A6B70,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.8722191,-50.66722115,IRU,1.1231,,,,,
SP,IACRI,3519204,35.3329,SP-3519204-72AF4FE3F90044D786362577BF068700,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.7918093,-50.56431704,IRU,2.2083,,,,,
SP,IACRI,3519204,13.3795,SP-3519204-73708867535347D2AB869B36D28D0C45,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.74302098,-50.59905067,IRU,0.8362,,,,,
SP,IACRI,3519204,99.855,SP-3519204-75C1C5E0ABDD48988FF586C33FD54B17,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.78096455,-50.66750355,IRU,6.0246,,,,,
SP,IACRI,3519204,39.1986,SP-3519204-7B5F1928D16446BC9D8D0ABAE40F892A,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.82569085,-50.61004615,IRU,2.4499,,,,,
SP,IACRI,3519204,28.2299,SP-3519204-83AC0A2AC741452E8FDCC49AE2C58438,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.80531964,-50.6323739,IRU,1.7644,,,,,
SP,IACRI,3519204,2.9032,SP-3519204-91562CD0262F4DB581DD337BFFDC36A9,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.78061531,-50.5365549,IRU,0.1814,,,,,
SP,IACRI,3519204,23.2885,SP-3519204-9961E1945BEA40928CB59F8D61DBA0E0,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.87799589,-50.72418927,IRU,1.4555,,,,,
SP,IACRI,3519204,292.4912,SP-3519204-99F39015BECF4B298A5B6039732CC6DA,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.74241886,-50.55543152,IRU,18.267,,,,,
SP,IACRI,3519204,6.1806,SP-3519204-9B4688FEFA0F4D41A503EA5052065EE6,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.81091302,-50.64726898,IRU,0.386,,,,,
SP,IACRI,3519204,25.144,SP-3519204-9F33BC9C5F0E4F709B82DAA85D626E38,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.83570368,-50.6463204,IRU,1.5703,,,,,
SP,IACRI,3519204,210.6906,SP-3519204-A3341BBD287444FFA1C9CFF6A5C5AE14,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.83156226,-50.68622124,IRU,13.1682,,,,,
SP,IACRI,3519204,121.6895,SP-3519204-A511105AAEA44563B0B205002C6F95B2,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.71358958,-50.61092542,IRU,7.6044,,,,,
SP,IACRI,3519204,16.2239,SP-3519204-A92B1022BB8848BF9D2BC47DBF3ED0D1,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.80736592,-50.62866839,IRU,1.0132,,,,,
SP,IACRI,3519204,0.3219,SP-3519204-AC37CB9389164AAFB2F18C64F1AF4CEB,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.8843899,-50.62443726,IRU,0.0201,,,,,
SP,IACRI,3519204,29.3098,SP-3519204-AEEF9AA23468401DA6E59D49D382DCBB,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.8864345,-50.63533995,IRU,1.8319,,,,,
SP,IACRI,3519204,9.2683,SP-3519204-B3AF7AFFA13E4618B1467C533C1BBC8F,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.88579047,-50.66336104,IRU,0.5788,,,,,
SP,IACRI,3519204,157.4923,SP-3519204-B638D6E7B7B846F0892BF9D2502A0A7B,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.8637911,-50.64538796,IRU,9.8433,,,,,
SP,IACRI,3519204,20.719,SP-3519204-C220F98022314E29BCB218C7F99DDF41,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.77896663,-50.5384521,IRU,1.2893,,,,,
SP,IACRI,3519204,3.2804,SP-3519204-C8781A1799C44F5FA7924AD7C25081F2,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.86851015,-50.67916285,PCT,0.205,,,,,
SP,IACRI,3519204,3.6032,SP-3519204-D6ADF23A148C46C89DD85DFB05D2DC4C,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.79677553,-50.65177999,IRU,0.225,,,,,
SP,IACRI,3519204,59.383,SP-3519204-E158CEF34E9949B99D208EA15DF221CA,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.69358927,-50.59590971,IRU,3.7086,,,,,
SP,IACRI,3519204,48.5123,SP-3519204-E535FF119A6F442FB2EA9882F29934B3,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.74973271,-50.53312703,IRU,3.0142,,,,,
SP,IACRI,3519204,10.7952,SP-3519204-EB927CF4A8D44EB98BDB351C3D89C6FA,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.79069873,-50.66347318,IRU,0.6747,,,,,
SP,INÚBIA PAULISTA,3520806,24.2001,SP-3520806-0D22635872474CB7883728E2478CA823,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.75918262,-50.97554249,IRU,1.0991,,,,,
SP,INÚBIA PAULISTA,3520806,5.4815,SP-3520806-325E0B71BFD54E47B71ADF9FB067CDB4,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.80642803,-50.96930803,IRU,0.249,,,,,
SP,INÚBIA PAULISTA,3520806,6.6529,SP-3520806-368A460A304C484894664A76252B5D01,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.81002878,-50.96089197,IRU,0.3022,,,,,
SP,INÚBIA PAULISTA,3520806,9.6592,SP-3520806-4E32ABC1639D4FF785A8D005F4453739,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.77744522,-50.96879339,IRU,0.4391,,,,,
SP,INÚBIA PAULISTA,3520806,14.8476,SP-3520806-9D3CF1DB8F9C4C2580ACA4F74708A586,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.78156345,-50.9744012,IRU,0.6749,,,,,
SP,INÚBIA PAULISTA,3520806,19.7963,SP-3520806-A1CD461130E744EBA011C253CA6142E0,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.74809692,-50.97920794,IRU,0.8993,,,,,
SP,INÚBIA PAULISTA,3520806,49.1495,SP-3520806-AAAFCBD6AB534D2C8DE305C4499BDBD8,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.79781071,-50.97775828,IRU,2.2323,,,,,
SP,INÚBIA PAULISTA,3520806,11.4267,SP-3520806-C5930BDD356349DB936E50DE20FF624B,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.77032191,-50.93030593,IRU,0.5311,,,,,
SP,INÚBIA PAULISTA,3520806,7.387,SP-3520806-D3D3CCAC6A534529985BEBC4BCB52F9A,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.81021319,-50.96181453,IRU,0.3355,,,,,
SP,LUCÉLIA,3527405,2.9977,SP-3527405-03605B88B0144EF3B2E070C178DDEF39,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.65827673,-50.97176531,IRU,0.1499,,,,,
SP,LUCÉLIA,3527405,10.8941,SP-3527405-05184B855329460F921257770A8581AF,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.53432507,-50.93132163,IRU,0.5443,,,,,
SP,LUCÉLIA,3527405,31.7235,SP-3527405-10110091C1EE4718B916F50AB738870A,AT,ANALISADO  AGUARDANDO REGULARIZAÇÃO AMBIENTAL (LEI Nº 12.651/2012),-21.62229308,-50.95403723,IRU,1.5849,,,,,
SP,LUCÉLIA,3527405,12.0292,SP-3527405-12922FD4777A4C14A56F7C0A0EEA10AE,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.76463326,-51.02147052,IRU,0.601,,,,,
SP,LUCÉLIA,3527405,7.4711,SP-3527405-14DAD0E0D2D3443B8374D95AD5FD50B3,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.7768125,-51.10170331,IRU,0.3736,,,,,
SP,LUCÉLIA,3527405,94.3879,SP-3527405-1CEB89E20ECD436EA174A62481E417A3,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.74236963,-51.07428526,IRU,4.7194,,,,,
SP,LUCÉLIA,3527405,12.0866,SP-3527405-254059607A1C45C88B30ACCE8D03EF77,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012  COM ATIVOS AMBIENTAIS,-21.81179091,-51.10694341,IRU,0.5833,,,,,
SP,LUCÉLIA,3527405,8.7491,SP-3527405-26C7A1370FEB4E48AD413A62508CC2DA,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.73700529,-50.98506679,IRU,0.4371,,,,,
SP,LUCÉLIA,3527405,37.3454,SP-3527405-2B574817C7BC44F6A7229DC83C26BA0D,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.65230909,-51.00487933,IRU,1.8673,,,,,
SP,LUCÉLIA,3527405,2.7155,SP-3527405-2C4FBA95D5CC4711943B3464ED4E4A76,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.73464118,-51.00650793,IRU,0.1358,,,,,
SP,LUCÉLIA,3527405,5.2004,SP-3527405-2C9EDA4C68D74B7186D2FA8D78FE0789,AT,ANALISADO  EM CONFORMIDADE COM A LEI Nº 12.651/2012,-21.70927611,-51.03096978,IRU,0.2598,,,,,
SP,LUCÉLIA,3527405,3.622,SP-3527405-2D0AEDD652354270A00245ADB12DE70D,AT,AGUARDANDO ANÁLISE  NÃO PASSÍVEL DE REVISÃO DE DADOS,-21.77693109,-51.00217432,IRU,0.1811,,,,,
SP,LUCÉLIA,3527405,216.111,SP-3527405-3A5AAF4F8B6148B5ADC0C66A8CBF65B4,AT,REVISADO  AGUARDANDO ACEITE PELO PROPRIETÁRIO/POSSUIDOR,-21.79233839,-51.00786694,IRU,10.2662,,,,,
